smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1SCCS2)c1ccc2ccc(nc2n1)Cl,40903,478,8,0,2.8,0,130,3,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,41536,387.9,4,0,4.5,0,37.4,7,1
CCC(=O)N(c1ccccc1)C1(CCN(CCc2sccc2)CC1)COC,41693,386.6,4,0,4,0,61,8,1
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C(=O)CO)O EPIRUBICIN,41867,543.5,12,6,1.3,0,206,5,0
COC1(F)C(F)(F)C1(F)Cl,41967,178.51,5,0,1.8,0,9.2,1,1
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C CEFMETAZOLE,42008,471.5,12,2,-0.6,0,239,9,0
FC(F)OC(F)C(F)(F)F,42113,168.04,7,0,2.6,0,9.2,2,1
CN\C(\Cc1ccc2ccccc2c1)=N/C,42153,212.29,1,1,2.7,0,24.4,3,1
CC1c2ccccc2C(CCCN(C)C)c2cc(ccc12)C(F)(F)F,42291,347.4,4,0,5.6,0,3.2,4,1
CN(C)CCN(C)n1cc(c2ccccc12)c1ccccc1,42510,293.4,2,0,4.2,0,11.4,5,1
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)COC(=O)C1CC1,42768,520.6,9,1,3.6,0,99.1,5,1
CN1CCC(CC1)=C1c2ccccc2Oc2ccc(cc12)Cl,43215,311.8,2,0,4,0,12.5,0,1
NCc1ccccc1CC(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1CC(O)=O CEFORANIDE,43507,519.6,12,4,-3.2,0,244,10,0
O[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1CS(O)(=O)=O)c1ccccc1 CEFONICID,43594,542.6,13,4,-1.9,0,264,9,0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c2ccccc2)C(=O)C1=O PIPERACILLIN,43672,517.6,8,3,0.5,0,182,6,0
CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(n1)N)C2=O)C(O)=O CEFOTIAM,43708,525.6,13,3,-2.4,0,251,10,0
Fc1ccc(cc1)C(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,43876,514.6,8,0,7.2,0,48.8,6,1
NCc1ccccc1Sc1ccccc1CO,43961,245.34,3,2,2,0,71.6,4,1
NC(=O)CCC\N=C(/c1ccc(cc1)Cl)\c1cc(ccc1O)F,44115,334.8,4,2,3,0,75.7,6,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc2nnnn2C)c2ccc(cc2)O)C(=O)C1=O CEFOPERAZONE,44187,645.7,13,4,-0.7,0,271,9,0
COc1cc(c2oc(cc2c1)C1CCNCC1)Br,44571,310.19,3,1,3.1,0,34.4,2,1
C1CC(CCN1)CCc1c[nH]c2ccccc12,44668,228.33,1,2,3.3,0,27.8,3,1
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,45285,287.39,4,1,3.9,0,70.8,11,1
CO[C@]1(NC(=O)C(C(O)=O)c2ccc(cc2)O)[C@H]2OCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C LATAMOXEF,47499,520.5,13,4,-0.6,0,232,9,0
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,47811,314.5,2,1,4.2,0,44.3,4,1
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(cc1)O)C2=O)C(O)=O CEFADROXIL,47965,363.4,7,4,-2.1,0,158,4,0
COc1cc(cc(c1OC)C(=O)NCC1CCCN1CC=C)S(N)(=O)=O,47979,383.5,7,2,0.8,0,119,8,1
CN(C)CCCN1c2ccccc2CCc2ccc(cc12)C#N,48126,305.4,3,0,4.3,0,30.3,4,1
CN1CCN(CC1)C1=Nc2cc(ccc2Cc2ccccc12)F,49381,309.4,3,0,2.9,0,18.8,1,1
COc1ccccc1N1CCN(CC1)CC(O)COc1cc(c(c(c1)OC)OC)OC,50222,432.5,8,1,2.8,0,72.9,10,1
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c1ccccc1 CEFACLOR,51039,367.8,6,3,-1.8,0,138,4,0
OC(CCCN1CCc2n(c3ccc(cc3c2C1)F)c1ccc(cc1)F)c1ccc(cc1)F,51174,450.5,5,1,5.4,0,28.4,6,1
O=C(Cn1ccnc1)c1ccc2ccccc2c1,51200,236.27,2,0,2.8,0,34.9,3,1
CCN1N=NN(CCN2CCC(CC2)(COC)N(C(=O)CC)c2ccccc2)C1=O,51263,416.5,6,0,2.2,0,81,9,1
CN1CCN2C(C1)c1cccn1Cc1ccccc21,51355,253.34,2,0,1.8,0,11.4,0,1
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,51712,269.38,3,1,0.8,0,52.6,7,1
COCC1CN(C(=O)O1)c1ccc(cc1)OCc1cccc(c1)C#N,52542,338.4,5,0,2.6,0,71.8,6,1
CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,52919,530.1,5,0,7.9,0,46.6,16,1
CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C CEFOTETAN,53025,575.6,15,4,0.1,0,321,9,0
CCC[C@@]1(CCN(C)C[C@@H]1C)c1cccc(c1)O,53077,247.38,2,1,4.2,0,23.5,3,1
C[C@H]1CN(CCCn2c3ccccc3c3ccccc23)C[C@@H](C)N1,53389,321.5,2,1,3.9,0,20.2,4,1
CN1C(Cc2ccccc2N=C1C)c1ccccc1,53432,250.34,1,0,2.9,0,15.6,1,1
CNC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,53467,274.24,5,1,1.9,0,41.6,2,1
CNC[C@H](O)CC12CCC(c3ccccc13)c1ccccc21,53511,293.4,2,2,3.6,0,32.3,4,1
CCCCCNCC(N)=O,53569,144.21,2,2,0.5,0,55.1,6,1
OC(Cn1ccnc1)c1ccc(cc1)CCc1ccccc1,53626,292.4,2,1,3.4,0,38,6,1
CCC(=O)N1CCN(CC1)C(=O)OC1N(C(=O)C2=C1SCCS2)c1ccc2ccc(nc2n1)Cl,53696,520,8,0,2.7,0,147,4,1
N#Cc1ccc2c(c1)C1=C(CCN(CC1)CC1CCCC1)c1ccccc1O2,54359,370.5,3,0,4.9,0,36.3,2,1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,54454,418.6,5,1,4.7,0,72.8,7,1
CCCC\N=C(\c1cc(ccc1O)Cl)/c1ccccc1Cl,54471,322.2,2,1,5.5,0,32.6,5,1
CCN1CCC[C@H]1CNC(=O)c1c(ccc(c1OC)Br)OC,54477,371.27,4,1,2.1,0,50.8,6,1
CN(C)CCCn1cc(c(n1)c1ccccc1)c1ccccc1,54567,305.4,2,0,3.8,0,21.1,6,1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,54687,424.5,7,4,1.6,0,124,11,1
CN1CCN(CC1)C1=Nc2ccccc2Sc2nccn21,54742,299.4,4,0,3.5,0,62,1,1
CN(C(=O)CNC(=O)CN)c1ccc(cc1C(=O)c1ccccc1Cl)Cl,54760,394.2,4,2,2.3,0,92.5,6,1
CCCN(CCC)C(=O)Cc1n2c(nc1c1ccc(cc1)Cl)C=CC(=C2)Cl,54897,404.3,2,0,4.8,0,37.6,7,1
CN(C)CCCN1c2ccccc2C(=Nc2cccnc12)c1ccccc1,54961,356.5,4,0,4.4,0,31.7,5,1
CC1(C)CC(=O)N(CCCCN2CCN(CC2)c2ncccn2)C(=O)C1,55191,359.5,6,0,1.8,0,69.6,6,1
Nc1ncc2ncn(c2n1)COCCO,55256,209.21,6,2,-1.1,0,99.1,4,1
CCC(C)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](Cn2cncn2)(O1)c1ccc(cc1Cl)Cl,55283,705.6,9,0,5.7,0,101,11,0
Fc1ccc2c(noc2c1)CCCN1CCC(CC1)N1C(=O)Nc2ccccc21,55463,394.4,5,1,3.6,0,61.6,5,1
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,55652,425.4,3,0,4.3,0,32.8,4,1
C1CN=C(CC2=Cc3ccccc3CC2)N1,55718,212.29,1,1,1.5,0,24.4,2,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,55752,440.6,6,0,4.3,0,85,6,1
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1 TROSPECTOMYCIN,55886,374.4,9,5,-1.7,0,130,5,0
Cc1cccc(c1C)Cc1c[nH]cn1,56032,186.25,1,1,2.7,0,28.7,2,1
OP(O)(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,56339,362.27,6,3,0.6,0,116,5,1
O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12,56971,401.5,7,0,1.5,0,95.1,6,1
CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)N(C)C)c2c(c3c(c(c2[C@H]1O[C@H]1C[C@@H]([C@H](O)[C@H](C)O1)N(C)C)O)C(=O)c1cccc(c1C3=O)O)O RODORUBICIN,57097,941,19,5,3.4,0,242,9,0
CCC(N1CCCC1=O)C(N)=O,59708,170.21,2,1,-0.3,0,63.4,3,1
Clc1ccc2ccc(nc2n1)N1C(CC(=O)N2CCC3(CC2)OCCO3)c2ccccc2C1=O,59743,478.9,6,0,2.8,0,84.9,3,1
CN(C1CCN(CC1)CC(O)COc1ccc(cc1)F)c1sc2ccccc2n1,59823,415.5,7,1,4.6,0,77.1,7,1
Fc1ccc(cc1)n1cc(c2cc(ccc12)Cl)C1CCN(CC1)CCN1CCNC1=O,60149,440.9,3,1,4.1,0,40.5,5,1
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,60511,268.35,2,2,2.3,0,55.1,5,1
Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,60547,309.4,3,1,3.3,0,31.9,4,1
CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,60561,385.5,5,1,3.3,0,97.8,11,1
CCCN(CCC)C1Cc2cccc3cc(cc(c23)C1)O,60574,283.4,2,1,5,0,23.5,5,1
COCC(=O)N(C1CCN(CC1)CCc1ccccc1)c1ccccc1F,60575,370.5,4,0,3.6,0,32.8,7,1
Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,60648,375.6,5,1,2.7,0,97,6,1
COCC(=O)O[C@]1(CCN(C)CCCc2[nH]c3ccccc3n2)CCc2cc(ccc2[C@@H]1C(C)C)F,60663,495.6,6,1,5.8,0,67.4,12,0
CCN1N=NN(CCN2CC[C@@H]([C@H](C)C2)N(C(=O)COC)c2ccccc2F)C1=O,60672,420.5,7,0,2.7,0,81,8,1
CCCN(n1ccc2ccccc12)c1ccncc1,60691,251.33,2,0,3.9,0,21.1,4,1
O=C(N(C1CCN(CC1)CCc1ccccc1)c1cnccn1)c1occc1,60698,376.5,5,0,3.1,0,62.5,6,1
CC[C@@]1(O)C(=O)OCC2=C1C=C1N(Cc3cc4c(c(ccc4nc31)O)CN(C)C)C2=O,60700,421.4,7,2,0.5,0,103,3,0
CCN1N=NN(CCN2CCC(CC2)(N(C(=O)CC)c2ccccc2F)c2ccccc2)C1=O,60728,466.6,6,0,4.1,0,71.8,8,1
CC(n1ccnc1)c1noc2ccc(cc12)Cl,60745,247.68,3,0,2.5,0,43.8,2,1
O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,60769,358.4,5,1,2.3,0,67.9,5,1
Clc1cccc(c1Cl)N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,60795,448.4,4,1,4.6,0,44.8,7,1
CN1CCN(CC1)c1ncc(c(n1)N)c1cc(cc(c1Cl)Cl)Cl,60803,372.7,5,1,3.6,0,58.3,2,1
CCCCCCOc1nsnc1C1=CCCN(C)C1,60809,281.42,5,0,3.3,0,66.5,7,1
Clc1cnn(c1)CCCCN1CCN(CC1)c1ncccn1,60813,320.82,5,0,1.8,0,50.1,6,1
CCC(=O)N(c1ccccc1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,60815,376.4,6,0,1.9,0,76.2,9,1
CC(C)Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(=O)N1CCCCC1,60820,421.6,4,0,4.4,0,36,6,1
CC(C)c1n(c(c(c1C(=O)Nc1ccccc1)c1ccccc1)c1ccc(cc1)F)CC[C@@H](O)C[C@@H](O)CC(O)=O,60823,558.6,6,4,5,0,112,12,1
COC[C@H]1CN(C(=O)O1)c1ccc(cc1)OCC[C@@H](O)C(F)(F)F,60824,349.3,8,1,2.2,0,68.2,7,1
CNCC[C@H](Oc1cccc2ccccc12)c1sccc1,60835,297.4,3,1,4.3,0,49.5,6,1
Clc1cc2c(cc1CCN1CCN(CC1)c1nsc3ccccc13)CC(=O)N2,60854,412.9,5,1,4,0,76.7,4,1
Cc1nc(c2c(n1)N(Cc1ccc(cc1)c1ccccc1c1[nH]nnn1)C(=O)CC2)C,60919,411.5,6,1,3,0,101,4,1
CN1[C@H]2CC[C@@H]1C[C@H](C2)NC(=O)C1=CN(C2CCCCC2)c2ccccc2C1=O,60931,393.5,4,1,4.2,0,52.6,3,1
C1CC(CN2CCC(C2)c2ccccc2)c2ccc3c(c2C1)OCO3,60932,335.4,3,0,4.6,0,21.7,3,1
CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,61118,275.4,3,0,3.2,0,29.5,5,1
CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)c1ccccc1,61119,275.4,3,0,3.2,0,29.5,5,1
CCOC(=O)C1(CCN(C)CC1)c1cccc(c1)O,61120,263.33,4,1,2.1,0,49.8,4,1
CCC(=O)N(c1ccccc1)C1(CCN(CCc2ccccc2)CC1)C(=O)OC,62156,394.5,4,0,3.8,0,49.8,8,1
C[C@H](N)C(=O)c1ccccc1,62258,149.19,2,1,1.1,0,43.1,2,1
CC1C2Cc3ccc(cc3C1(C)CCN2C)O,62518,231.33,2,1,1.8,0,23.5,0,1
CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,62709,311.5,2,1,3.7,0,23.5,7,1
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,62710,353.5,3,0,4.3,0,29.5,9,1
CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1Oc4c(ccc5c4C13CCN(C)C2C5)OC(C)=O,62795,453.6,6,1,3.2,0,68.2,6,1
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2,62862,507.6,9,0,5.4,0,53.5,7,1
CC(CN(C)C)CN1c2ccccc2Sc2ccc(cc12)C#N,62865,323.5,4,0,4.4,0,55.6,4,1
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,62867,475.7,7,1,3.5,0,97.8,8,1
COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,62870,384.5,5,1,4.5,0,61.2,5,1
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,62963,623.7,9,2,4.6,0,128,8,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)COC(=O)c1oc2ccccc2c1,62964,578.6,9,1,5.5,0,112,5,1
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,63019,472.6,7,1,3.8,0,107,7,1
OCCOCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl,63345,419,5,1,3.6,0,45.2,11,1
Cc1c(cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O,64143,567.8,6,4,5.7,0,127,10,0
Clc1ccc(cc1)OCC(=O)OCCNC12CC3CC(CC(C3)C1)C2,64517,363.9,4,1,4.7,0,47.6,8,1
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,64715,390.5,5,1,3.9,0,72.8,7,1
COCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N1C(=O)C(NC1(C)C)c1ccccc1)C2=O SARPICILLIN,65429,433.5,7,1,2,0,114,6,0
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl,65445,408.9,5,0,2,0,75.2,5,1
Fc1ccc(cc1)C(CCCN1CCC(CC1)N1C(=O)Nc2cc(ccc12)Cl)c1ccc(cc1)F,65449,496,4,1,6.9,0,35.6,7,1
CN(CCc1cc2cccc3c2n1c1ccccc1CC3)Cc1ccccc1,65468,366.5,1,0,5.8,0,8.2,5,1
Fc1ccc(cc1)C(=O)C1CCN(CCCN2C(=O)Nc3cc(ccc23)Cl)CC1,65489,415.9,4,1,3.7,0,52.6,6,1
Fc1ccc(cc1)C(=O)NCCN1CCC(CC1)N1C(=O)Nc2cc(ccc21)Cl,65490,416.9,4,2,3.7,0,64.7,5,1
CCN(CC)CCN1c2ccccc2Sc2ccccc12,65535,298.4,3,0,4.9,0,31.8,5,1
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc12,65589,296.4,2,0,4.8,0,21.3,4,1
o1c2ccccc2cc1c1ccncc1,65590,195.22,2,0,2.9,0,26,1,1
CCCOC(=O)c1cncn1C(C)c1ccccc1,65591,258.32,3,0,3.6,0,44.1,6,1
COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,65612,354.5,4,0,5.4,0,41,4,1
OCCN1CCN(CCCN2c3ccccc3Sc3cc(cnc32)Cl)CC1,65615,405,6,1,3.2,0,68.1,6,1
O=C(OC1CN2CCC1CC2)c1ccccc1,65630,231.29,3,0,2.4,0,29.5,3,1
COc1cc2c3c(c1O)C1(CC3N(C)CC2)C=CC(=O)C=C1,65631,297.3,4,1,2.2,0,49.8,1,1
C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(O)=O)COC(N)=O RITIPENEM,65633,288.28,7,3,-0.8,0,156,5,0
CCOC(=O)c1cncn1C(C)c1ccc(cc1)F,65635,262.28,4,0,3.2,0,44.1,5,1
CC1=C(COC(=O)[C@@H]2N3[C@H](SC2(C)C)[C@H](NC(=O)[C@H](N)c2ccccc2)C3=O)OC(=O)O1 LENAMPICILLIN,65646,461.5,9,2,1.7,0,163,7,0
Cc1ccc(cc1)S(=O)(=O)CCN1C(=O)CN=C(c2ccccc2Cl)c2cc(ccc21)Cl,65647,487.4,4,0,4.6,0,75.2,5,1
O=C1NCCNC1c1sccc1,65649,182.25,3,2,0.3,0,69.4,1,1
C1CC(CCN1)OCc1ccc2ccccc2c1,65650,241.33,2,1,2.9,0,21.3,3,1
Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,65659,282.76,3,1,1.8,0,41.6,5,1
CCOC1c2ccccc2N(C)C(=O)c2ccccc12,65662,267.32,2,0,2.7,0,29.5,2,1
CCN1CCc2[nH]c3cc(c4scc(c4c3c2C1)C)F,65677,288.4,3,1,3.8,0,47.3,1,1
C[C@@H](Cc1ccccc1)N(C)C,65682,163.26,1,0,2.7,0,3.2,3,1
CN1CCC2Nc3ccc(cc3C2C1)C,65684,202.3,2,1,2.3,0,15.3,0,1
CNC1Cc2ccccc2N(C)c2ccccc12,65700,238.33,2,1,3,0,15.3,1,1
Brc1cccc(c1)C1CC(=O)NC1=O,65706,254.08,2,1,1.3,0,46.2,1,1
Clc1ccc2c(c1)N(CCCN1CCC3(CC1)NC(=O)CS3)c1ccccc1S2,65714,446,5,1,5.3,0,86.2,4,1
OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cn3cnnn3)C(=O)N21)CSc1scnn1 CEFTEZOLE,65755,440.5,12,2,-0.7,0,235,7,0
COCN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O,65764,325.32,5,0,2,0,87.7,3,1
CC(C)C(O)C1CCCCC1,65765,156.26,1,1,3.3,0,20.2,2,1
CCCCC(CC)CNC(=O)CC(C)O,65780,215.33,2,2,2.4,0,49.3,8,1
CN(C)CCOC(=O)CCC(=O)OCc1cnc(c(c1CO)O)C,65782,340.37,8,2,-0.4,0,109,11,1
CCCNC(=O)N1CC(OC1=O)c1ccccc1,65786,248.28,3,1,2.5,0,58.6,3,1
COc1cc2c(cc1OC)S(=O)(=O)OC(C2)C(=O)NC(C)CC(C)(C)N(C)C,65789,414.5,7,1,2,0,103,7,1
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)c1c(onc1c1ccccc1Cl)C)C2=O)C(O)=O CEFOXAZOLE,65798,491.9,9,2,1.3,0,164,7,0
CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(ccc12)Cl,65803,344.8,3,0,3.3,0,49.8,3,1
CCC1=C(C)n2cc(nc2N=C1OC)C(=O)c1ccccc1,65822,295.34,4,0,4.3,0,56.5,4,1
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c1ccccc1,65833,246.35,2,1,1.4,0,46.3,5,1
CN(C)CC[C@@]1(CCc2ccccc2C1=O)c1ccccc1,65834,293.4,2,0,3.9,0,20.3,4,1
OC1CCN(CC1)c1ccc(nn1)c1ccccc1Cl,65835,289.76,4,1,2.5,0,49.2,2,1
OC1CCN(CC1)c1ccc(nn1)c1ccc(cc1Cl)Cl,65836,324.2,4,1,3.1,0,49.2,2,1
CN1CCN2C(CN=C(c3sccc3)c3ccc(cc32)F)C1,65844,315.4,5,0,3.2,0,47.1,1,1
C1CN(CCN1)c1cccc2c1OCCO2,65853,220.27,4,1,1.1,0,33.7,1,1
CO[C@]1(NC(=O)CSC(F)F)[C@H]2OCC(=C(N2C1=O)C(O)=O)CSc1nnnn1CCO FLOMOXEF,65864,496.5,14,3,-1.3,0,220,11,0
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,65872,359.5,4,1,3.6,0,44.8,8,1
COc1cc2c(cc1OC)C(=NN=C(C)C2)c1ccc(cc1)N,65875,309.4,5,1,1.6,0,69.2,3,1
CCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,65877,521,7,1,2.9,0,107,8,1
C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(O)=O)[C@H]1CCCO1 FAROPENEM,65894,285.32,6,2,0.3,0,112,3,0
CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2[C@H]1Cc1c[nH]c3cccc2c13,65898,350.4,4,2,1.8,0,68.4,2,1
CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(CC3)c3ccccc3OC)C(=O)C(C1=O)C2(C)C,65902,512.6,7,0,3.4,0,90.5,10,1
CC(C)OCC(COC(C)C)OCn1cnc2cnc(nc12)N,65905,323.39,7,1,1,0,97.3,9,1
Clc1ccc(cc1)C1CN(CC(=O)N2CCNC(=O)C2)C(=O)C1,65919,335.78,3,1,0.5,0,69.7,3,1
CC(=O)Nc1ccc(cc1)OC(=O)[C@@H]1CCC(=O)N1,65920,262.26,4,2,0.3,0,84.5,4,1
NCC1CN(Cc2ccccc2)C(=O)C1,65926,204.27,2,1,0.2,0,46.3,3,1
O=C1CN2C(CCC2=O)N1,65955,140.14,2,1,-0.9,0,49.4,0,1
O=C(N1CCN(CC1)Cc1ccccc1)c1ccccn1,65975,281.35,3,0,2,0,36.4,3,1
CCCCCCN1CCC(CC1)(C(=O)N(C)CC)c1ccccc1,65996,330.5,2,0,4.4,0,23.6,8,1
CN1CCc2cc(c(cc2[C@H](C1)c1cc(cc2c1OCC2)Br)O)Cl,66002,408.7,3,1,4.7,0,32.7,1,1
CO[C@H]1C[C@@H]2CN3CCc4c([nH]c5cc(ccc45)OC)[C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC,66252,428.5,6,1,2.5,0,73,5,1
C[C@H](OC(C)=O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,66257,434.5,7,2,1.9,0,101,4,1
NC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,66267,291.33,4,3,0.3,0,124,3,1
C1CCC(NC1)C1COC(O1)(c1ccccc1)c1ccccc1,66270,309.4,3,1,3.4,0,30.5,3,1
C1CN2C[C@H](N=C2S1)c1ccccc1,66374,204.29,2,0,1.8,0,40.9,1,1
CC1=COc2ccccc2C1=O,66569,160.17,2,0,1.9,0,26.3,0,1
CN(C)CCCN1c2ccccc2C=Cc2ccccc12,67534,278.4,2,0,5,0,6.5,4,1
CCN(CC)C(=O)CNC(=O)c1cc(c(c(c1)OC)OC)OC,67763,324.37,5,1,1.4,0,77.1,8,1
O=C(N1CCOCC1)c1cccnc1,68116,192.21,3,0,-0.1,0,42.4,1,1
Fc1ccc(cc1)OCCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,68186,383.5,5,1,3.4,0,44.8,6,1
BrC(=C)CC1(CC=C)C(=O)NC(=O)NC1=O,68416,287.11,3,2,1.5,0,75.3,4,1
CC1=C(CCN2CCC(CC2)C(=O)c2ccc(cc2)F)C(=O)N2CCSC2=N1,68604,401.5,6,0,2.8,0,78.3,5,1
CN[C@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc21,68617,306.2,1,1,4.8,0,12,2,1
O=C1Nc2ccccc2N1C1CCN(CCOc2ccccc2)CC1,68634,337.4,3,1,3.6,0,44.8,5,1
CCCC(=O)OCC(=O)[C@@]1(OC(=O)CCC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,68655,567.5,6,0,5,0,86.7,10,1
